Month,Day,Year,Bank,EIC,SSea,Consols,Market_debt,Event,Shock,Gold Standard,Partly Expected War,Note,Neal Consol Series
4,30,1709,119.25,117.25,,,,,0,1,0,,1
5,31,1709,134,129,,,,,0,1,0,,1
6,30,1709,128.5,126.5,,,,,0,1,0,,1
7,30,1709,128,131.25,,,,,0,1,0,,1
8,31,1709,128.75,131.25,,,,,0,1,0,,1
9,30,1709,128.5,133.5,,,,,0,1,0,,1
10,31,1709,119.5,130.75,,,,,0,1,0,,1
11,30,1709,118.25,131.25,,,,,0,1,0,,1
12,31,1709,112,127,,,,,0,1,0,,1
1,31,1710,118,131,,,,,0,1,0,,1
2,28,1710,127,140,,,,,0,1,0,,1
3,31,1710,122.25,136.25,,,,,0,1,0,,1
4,29,1710,122.25,135,,,,,0,1,0,,1
5,31,1710,124,137.25,,,,,0,1,0,,1
6,30,1710,118.75,136.25,,,,,0,1,0,,1
7,31,1710,113.75,126.5,,,,,0,1,0,,1
8,31,1710,111.75,124.25,,,,,0,1,0,,1
9,30,1710,109.25,124.25,,,,,0,1,0,,1
10,31,1710,98.25,113.5,,,,,0,1,0,,1
11,30,1710,105.75,124,,,,,0,1,0,,1
12,30,1710,101,118,,,,,0,1,0,,1
1,31,1711,103,121.25,,,,,0,1,0,,1
2,28,1711,103.75,120.75,,,,,0,1,0,,1
3,31,1711,102.75,121.75,,,,,0,1,0,,1
4,30,1711,101.5,118.5,,,,,0,1,0,,1
5,31,1711,104.25,117.25,,,,,0,1,0,,1
6,30,1711,105,125.25,,,,,0,1,0,,1
7,31,1711,103.75,116.75,,,,,0,1,0,,1
8,31,1711,101.5,109.25,,,,,0,1,0,,1
9,29,1711,110.5,121,72,,,,0,1,0,,1
10,31,1711,108.75,124,75.5,,,,0,1,0,,1
11,30,1711,111.25,128.25,78.25,,,,0,1,0,,1
12,31,1711,108.5,123,75,,,,0,1,0,,1
1,31,1712,110.5,120.5,75,,,,0,1,0,,1
2,29,1712,112.75,118.75,74,,,,0,1,0,,1
3,31,1712,108,114.5,72,,,,0,1,0,,1
4,30,1712,111.5,117,74.5,,,,0,1,0,,1
5,31,1712,117,118,80,,,,0,1,0,,1
6,30,1712,112.7,110.75,78.75,,,,0,1,0,,1
7,31,1712,113,108.25,78.25,,,,0,1,0,,1
8,30,1712,116,114,77.25,,,,0,1,0,,1
9,30,1712,113.75,114.5,76.5,,,,0,1,0,,1
10,31,1712,115,116,78.5,,,,0,1,0,,1
11,29,1712,115.75,119,79.25,,,,0,1,0,,1
12,31,1712,123.25,126.5,86.25,,,,0,1,0,,1
1,31,1713,121.75,123,84,,,,0,1,0,,1
2,28,1713,122.5,120.75,83.25,,,,0,1,0,,1
3,31,1713,124.75,124.25,86.75,,,,0,1,0,,1
4,30,1713,122.5,122.5,91,,,,0,1,0,,1
5,30,1713,123.75,123.5,92.25,,,,0,1,0,,1
6,30,1713,126.5,124,95,,,,0,1,0,,1
7,31,1713,127.5,123.25,93.5,,,,0,1,0,,1
8,31,1713,130,127,93.75,,,,0,1,0,,1
9,30,1713,124.75,124,92.625,,,,0,1,0,,1
10,31,1713,123,123,92,,,,0,1,0,,1
11,30,1713,124.625,126,93.875,,,,0,1,0,,1
12,31,1713,124.75,123.25,91,,,,0,1,0,,1
1,30,1714,121.25,119,86.25,,,,0,1,0,,1
2,27,1714,121,117.75,85.5,,,,0,1,0,,1
3,31,1714,117.75,118,84.25,,,,0,1,0,,1
4,30,1714,121,123,87.25,,,,0,1,0,,1
5,31,1714,120.75,123.5,87.75,,,,0,1,0,,1
6,30,1714,123.75,123.5,86,,,,0,1,0,,1
7,31,1714,122.5,124,85.25,,,,0,1,0,,1
8,31,1714,132.75,134.75,97,,,,0,1,0,,1
9,30,1714,129.75,135.5,95.875,,,,0,1,0,,1
10,30,1714,127.25,136,95.625,,,,0,1,0,,1
11,30,1714,128,138,97,,,,0,1,0,,1
12,31,1714,129.75,134,97.375,,,,0,1,0,,1
1,31,1715,133,134,95.875,,,,0,1,0,,1
2,28,1715,133.75,134.25,94,,,,0,1,0,,1
3,31,1715,129.25,135.5,95,,,,0,1,0,,1
4,30,1715,130.75,141,99.375,,,,0,1,0,,1
5,31,1715,131.7,142.5,101,,,,0,1,0,,1
6,30,1715,131.75,138.25,98.875,,,,0,1,0,,1
7,30,1715,128,132.5,94.25,,,,0,1,0,,1
8,31,1715,131.5,137,97.625,,,,0,1,0,,1
9,30,1715,125.5,134,93.5,,,,0,1,0,,1
10,31,1715,119.5,129.25,89.25,,,,0,1,0,,1
11,30,1715,123.25,135.5,94.75,,,,0,1,0,,1
12,31,1715,127.25,134.25,94,,,,0,1,0,,1
1,31,1716,124.25,131.75,92.75,,,,0,1,0,,1
2,29,1716,130.5,136.25,95.75,,,,0,1,0,,1
3,31,1716,129.25,139.25,97,,,,0,1,0,,1
4,30,1716,131,144,101,,,,0,1,0,,1
5,31,1716,133.5,147.75,102.25,,,,0,1,0,,1
6,30,1716,134,144,96.125,,,,0,1,0,,1
7,31,1716,137.125,144.25,97.375,,,,0,1,0,,1
8,31,1716,138.625,149.75,98.625,,,,0,1,0,,1
9,29,1716,139.5,159.5,100.875,,,,0,1,0,,1
10,31,1716,141.75,172.5,106.25,,,,0,1,0,,1
11,30,1716,135,171.25,104.125,,,,0,1,0,,1
12,31,1716,137.625,165.5,103.625,,,,0,1,0,,1
1,31,1717,137.5,168.25,103.125,,,,0,1,0,,1
2,28,1717,136,166,100.625,,,,0,1,0,,1
3,30,1717,132.5,169,101,,,,0,1,0,,1
4,30,1717,135,174,104.5,,,,0,1,0,,1
5,31,1717,139,186.75,107.75,,,,0,1,0,,1
6,29,1717,147.5,187.5,109.5,,,,0,1,0,,1
7,31,1717,149.5,196,111,,,,0,1,0,,1
8,31,1717,150.5,196,112.375,,,,0,1,0,,1
9,30,1717,147.7,196,111.5,,,,0,1,0,,1
10,31,1717,146,197.25,112.5,,,,0,1,0,,1
11,30,1717,140.75,199,114,,,,0,1,0,,1
12,31,1717,156.25,207.5,118.875,,,,0,1,0,,1
1,31,1718,156.25,208.25,119,,,,0,1,0,,1
2,28,1718,159.75,216,118.375,,,,0,1,0,,1
3,31,1718,151.25,210,112.875,,,,0,1,0,,1
4,30,1718,151,212.75,116.875,,,,0,1,0,,1
5,31,1718,149.5,211,116.75,,,,0,1,0,,1
6,30,1718,147.25,204,112.625,,,,0,1,0,,1
7,31,1718,150.75,203,113,,,,0,1,0,,1
8,30,1718,150.25,194.75,108.875,,,,0,1,0,,1
9,30,1718,144,191,107.5,,,,0,1,0,,1
10,31,1718,142.25,188,106.5,,,,0,1,0,,1
11,29,1718,145.5,197,109.875,,,,0,1,0,,1
12,31,1718,155.5,212,118.75,,,,0,1,0,,1
1,31,1719,157.25,213.25,118.625,,,,0,1,0,,1
2,28,1719,156.75,210.25,117.5,,,,0,1,0,,1
3,31,1719,144,195.5,110.375,,,,0,1,0,,1
4,30,1719,145.5,199.5,115.5,,,,0,1,0,,1
5,30,1719,147.5,197.5,114.875,,,,0,1,0,,1
6,30,1719,152.75,197,117,,,,0,1,0,,1
7,31,1719,143.25,191.25,113.5,,,,0,1,0,,1
8,31,1719,148,194,115.625,,,,0,1,0,,1
9,30,1719,142.25,192,116.5,,,,0,1,0,,1
10,31,1719,141.5,191.2,116.125,,,,0,1,0,,1
11,30,1719,149,196,122.75,,,,0,1,0,,1
12,31,1719,150.25,200,128,,,,0,1,0,,1
1,30,1720,153.75,205.25,130.5,,,,0,1,0,,1
2,29,1720,153.5,212,173.25,,,,0,1,0,,1
3,31,1720,150,230,310,,,,0,1,0,,1
4,30,1720,156,235,342,,,,0,1,0,,1
5,31,1720,210,290,595,,,,0,1,0,,1
6,30,1720,240,420,950,,,,0,1,0,,1
7,30,1720,233,365,850,,,,0,1,0,,1
8,31,1720,226,345,810,,,,0,1,0,,1
9,30,1720,215,180,310,,,,0,1,0,,1
10,31,1720,142,165,210,,,,0,1,0,,1
11,30,1720,145,165,194,,,,0,1,0,,1
12,31,1720,147,170,200,,,,0,1,0,,1
1,31,1721,141,142,200,,,,0,1,0,,1
2,28,1721,138,142,200,,,,0,1,0,,1
3,31,1721,129,139,140,,,,0,1,0,,1
4,29,1721,131.5,137,139,,,,0,1,0,,1
5,31,1721,129.5,134.5,130,,,,0,1,0,,1
6,30,1721,129.5,140.5,124.5,,,,0,1,0,,1
7,31,1721,135,150,146,,,,0,1,0,,1
8,31,1721,138,144,140,,,,0,1,0,,1
9,30,1721,125.5,136.5,95.25,,,,0,1,0,,1
10,31,1721,123,141.5,96,,,,0,1,0,,1
11,30,1721,124.5,141.25,96.75,,,,0,1,0,,1
12,30,1721,125,143.75,98.5,,,,0,1,0,,1
1,31,1722,122.5,141.5,99,,,,0,1,0,,1
2,28,1722,120,140.75,96.75,,,,0,1,0,,1
3,31,1722,115.5,138.75,90.25,,,,0,1,0,,1
4,30,1722,113.75,139,90,,,,0,1,0,,1
5,31,1722,116,138.5,90.75,,,,0,1,0,,1
6,30,1722,118.25,142,91,,,,0,1,0,,1
7,31,1722,117.25,137.5,91,,,,0,1,0,,1
8,31,1722,117,136.5,89.125,,,,0,1,0,,1
9,29,1722,115.5,125.5,85.75,,,,0,1,0,,1
10,31,1722,115.5,133.5,93.625,,,,0,1,0,,1
11,30,1722,114.5,132.5,94,,,,0,1,0,,1
12,31,1722,116.5,134,100.5,,,,0,1,0,,1
1,31,1723,117,128.5,95.625,,,,0,1,0,,1
2,28,1723,118,125.75,97,,,,0,1,0,,1
3,30,1723,116,129,101.375,,,,0,1,0,,1
4,30,1723,117.25,127.75,97.5,,,,0,1,0,,1
5,31,1723,117,132.5,101.5,,,,0,1,0,,1
6,29,1723,118,134,100.875,,,,0,1,0,,1
7,31,1723,119.75,129,105.5,,,,0,1,0,,1
8,31,1723,121.5,131.5,108.625,,,,0,1,0,,1
9,30,1723,120,137,111.5,,,,0,1,0,,1
10,31,1723,120,136,111.25,,,,0,1,0,,1
11,30,1723,121.25,138,113.375,,,,0,1,0,,1
12,31,1723,128,141.5,116.75,,,,0,1,0,,1
1,31,1724,126.75,144,114.5,,,,0,1,0,,1
2,29,1724,129.25,148,116.625,,,,0,1,0,,1
3,31,1724,128.5,149.75,118.125,,,,0,1,0,,1
4,30,1724,126.5,146,117.5,,,,0,1,0,,1
5,30,1724,128.25,149,120,,,,0,1,0,,1
6,30,1724,130.5,150.75,121.75,,,,0,1,0,,1
7,31,1724,132.75,145.25,118.5,,,,0,1,0,,1
8,31,1724,131.625,144.5,116.625,,,,0,1,0,,1
9,30,1724,129.25,148,118,,,,0,1,0,,1
10,31,1724,129.25,149.75,119.125,,,,0,1,0,,1
11,30,1724,132.75,152.5,121.625,,,,0,1,0,,1
12,31,1724,132.5,152,121.875,,,,0,1,0,,1
1,30,1725,132.25,147.75,118.375,,,,0,1,0,,1
2,27,1725,133.25,150.5,118.875,,,,0,1,0,,1
3,31,1725,129.875,150.75,118.75,,,,0,1,0,,1
4,30,1725,133,159,122,,,,0,1,0,,1
5,31,1725,133.375,165,122.5,,,,0,1,0,,1
6,30,1725,135,168,122.75,,,,0,1,0,,1
7,31,1725,135.75,169.5,120.75,,,,0,1,0,,1
8,31,1725,138.25,179.5,123.25,,,,0,1,0,,1
9,30,1725,132.75,166,120.125,,,,0,1,0,,1
10,30,1725,133,167.75,121.25,,,,0,1,0,,1
11,30,1725,131.25,166.75,121.25,,,,0,1,0,,1
12,31,1725,128.25,159,117.75,,,,0,1,0,,1
1,31,1726,124,149.75,108.75,,,,0,1,0,,1
2,28,1726,124,145.75,103,,,,0,1,0,,1
3,31,1726,123.5,150.5,105.5,,,,0,1,0,,1
4,30,1726,124,149.5,103.625,,,,0,1,0,,1
5,31,1726,122.25,148.25,102,,,,0,1,0,,1
6,30,1726,125,150,104,,,,0,1,0,,1
7,30,1726,126.75,148.5,103.875,,,,0,1,0,,1
8,31,1726,126.75,147.5,104.25,,,,0,1,0,,1
9,30,1726,127.25,147,104.25,,,,0,1,0,,1
10,31,1726,120.75,133,99,,,,0,1,0,,1
11,30,1726,119.5,132,98.5,,,,0,1,0,,1
12,31,1726,118,130.75,96.5,,,,0,1,0,,1
1,31,1727,124.25,138.75,100.875,,,,0,1,0,,1
2,28,1727,125.25,142.5,100.125,,,,0,1,0,,1
3,31,1727,125.5,138.75,98.5,,,,0,1,0,,1
4,29,1727,126.25,151,104.5,,,,0,1,0,,1
5,31,1727,131.5,169.5,113.75,,,,0,1,0,,1
6,30,1727,131.75,168.25,113.625,,,,0,1,0,,1
7,31,1727,133,164.75,110.875,,,,0,1,0,,1
8,31,1727,133.125,162.5,110,,,,0,1,0,,1
9,30,1727,133,162,109.75,,,,0,1,0,,1
10,31,1727,129,159,108.25,,,,0,1,0,,1
11,30,1727,130.5,162.5,108,,,,0,1,0,,1
12,30,1727,131,160.5,106.125,,,,0,1,0,,1
1,31,1728,139.5,173,108.125,,,,0,1,0,,1
2,29,1728,138.75,170.25,105.625,,,,0,1,0,,1
3,30,1728,138.25,173.25,106.625,,,,0,1,0,,1
4,30,1728,136.25,174.25,107.375,,,,0,1,0,,1
5,31,1728,136,172.75,106.5,,,,0,1,0,,1
6,29,1728,133.75,169.5,104.625,,,,0,1,0,,1
7,31,1728,133.25,161.5,100.5,,,,0,1,0,,1
8,31,1728,137.25,171,103.5,,,,0,1,0,,1
9,30,1728,137,171,103,,,,0,1,0,,1
10,31,1728,134,171.5,102.875,,,,0,1,0,,1
11,30,1728,133.5,167,100.625,,,,0,1,0,,1
12,31,1728,131.75,163.75,98.125,,,,0,1,0,,1
1,31,1729,134.5,164.25,99.25,,,,0,1,0,,1
2,28,1729,136,165,97.375,,,,0,1,0,,1
3,31,1729,136.5,165.5,97.625,,,,0,1,0,,1
4,30,1729,135,169,98.375,,,,0,1,0,,1
5,31,1729,136,171.25,100.125,,,,0,1,0,,1
6,30,1729,137.25,178.25,102.625,,,,0,1,0,,1
7,31,1729,139,176.5,101.5,,60.28,,0,1,0,,1
8,30,1729,139.25,177.25,102,,60.28,,0,1,0,,1
9,30,1729,139.375,177.5,101.75,,61.02,,0,1,0,,1
10,31,1729,137,179.25,102.25,,61.02,,0,1,0,,1
11,29,1729,138,183.25,103.25,,61.68,,0,1,0,,1
12,31,1729,139,187.25,105.25,,62.33,,0,1,0,,1
1,31,1730,139.75,182.5,104.875,,63.81,,0,1,0,,1
2,28,1730,139.5,180.5,101.375,,63.81,,0,1,0,,1
3,31,1730,145,186.75,102.75,,59.76,,0,1,0,,1
4,30,1730,141.25,188.25,102.875,,59.92,,0,1,0,,1
5,30,1730,140.75,189.125,103.125,,59.92,,0,1,0,,1
6,30,1730,143.375,192.5,104.375,,60.63,,0,1,0,,1
7,31,1730,142,184.5,103.625,,59.29,,0,1,0,,1
8,31,1730,144,183.75,102.75,,60.55,,0,1,0,,1
9,30,1730,144.5,189.25,103.375,,61.02,,0,1,0,,1
10,31,1730,142.625,189.125,103.625,,61.02,,0,1,0,,1
11,30,1730,143.625,190.5,104,,61.81,,0,1,0,,1
12,31,1730,144,190.875,104,,61.65,,0,1,0,,1
1,30,1731,144,188.5,103.5,,60.08,,0,1,0,,1
2,27,1731,144.75,192,101,,60.08,,0,1,0,,1
3,31,1731,147.75,197.25,103,,60.94,,0,1,0,,1
4,30,1731,147,199,103.375,,60.78,,0,1,0,,1
5,31,1731,145.5,195.875,101.75,,60.94,,0,1,0,,1
6,30,1731,146.75,197,102.875,,60.78,,0,1,0,,1
7,31,1731,147,194.75,103.25,,60.78,,0,1,0,,1
8,31,1731,149,194.25,103.5,,60.62,,0,1,0,,1
9,30,1731,148.75,186,103.25,,60.7,,0,1,0,,1
10,30,1731,145.75,174.5,102,,59.52,,0,1,0,,1
11,30,1731,148,179.5,103.5,,60.78,,0,1,0,,1
12,31,1731,149,181.75,102.5,,61.57,,0,1,0,,1
1,31,1732,149.5,178,102,,61.25,,0,1,0,,1
2,29,1732,149.625,177,98.25,,61.89,,0,1,0,,1
3,31,1732,150.5,175.25,98.25,,60.29,,0,1,0,,1
4,29,1732,147.75,178,98.625,,60.53,,0,1,0,,1
5,31,1732,147.75,178.125,98.75,,60.41,,0,1,0,,1
6,30,1732,148.25,169,97.75,,60.45,,0,1,0,,1
7,31,1732,151,165.5,100,,61.53,,0,1,0,,1
8,31,1732,152.75,157.25,104.875,,61.96,,0,1,0,,1
9,30,1732,151,156.875,104.5,,61.96,,0,1,0,,1
10,31,1732,149.875,155.25,104,,61.96,,0,1,0,,1
11,30,1732,149.875,154,104.375,,62.5,,0,1,0,,1
12,30,1732,150,156.75,105.125,,62.89,,0,1,0,,1
1,31,1733,151.25,160.75,105.125,,62.54,,0,1,0,,1
2,28,1733,151,159.625,102.375,,62.27,,0,1,0,,1
3,31,1733,150.75,158.375,102.5,,61.46,,0,1,0,,1
4,30,1733,149,160.75,102.5,,62.03,,0,1,0,,1
5,31,1733,150.875,162.5,104.5,,62.64,,0,1,0,,1
6,30,1733,151,167.5,106.375,,62.9,,0,1,0,,1
7,31,1733,149.5,158.5,104.625,,60.29,,0,1,0,,1
8,31,1733,145.25,152,84,,59,,0,1,0,,1
9,29,1733,144,150.5,80,,59.45,,0,1,0,,1
10,31,1733,130.5,139.5,72.5,,55.66,,0,1,0,,1
11,30,1733,131.5,137,74.125,,55.21,,0,1,0,,1
12,31,1733,136,138.75,79.75,,55.81,,0,1,0,,1
1,31,1734,133,136,77,,54.9,,0,1,0,,1
2,28,1734,132.5,136.25,75.25,,53.54,,0,1,0,,1
3,30,1734,132.5,135.875,73.875,,54.41,,0,1,0,,1
4,30,1734,131.25,137.25,75.5,,54.11,,0,1,0,,1
5,31,1734,134,142.5,76,,56.08,,0,1,0,,1
6,29,1734,137,147,81,,57.29,,0,1,0,,1
7,31,1734,137.25,141.5,79.75,,56.69,,0,1,0,,1
8,31,1734,138.25,143,79.75,,56.99,,0,1,0,,1
9,30,1734,140,146,81.75,,57.14,,0,1,0,,1
10,31,1734,135.75,142,79.5,,56.23,,0,1,0,,1
11,30,1734,137,144.5,81.5,,56.54,,0,1,0,,1
12,31,1734,139.5,149,83.5,,57.29,,0,1,0,,1
1,31,1735,139.5,145,84,,55.66,,0,1,0,,1
2,28,1735,140.75,148.25,82.75,,56.38,,0,1,0,,1
3,31,1735,141.25,149.75,82.875,,57.14,,0,1,0,,1
4,30,1735,138,149,83.25,,57.14,,0,1,0,,1
5,31,1735,138.25,149,82.75,,57.45,,0,1,0,,1
6,30,1735,136.25,147,80.25,,55.78,,0,1,0,,1
7,31,1735,139.25,146,83.125,,56.42,,0,1,0,,1
8,30,1735,140.25,146.75,81.75,,56.99,,0,1,0,,1
9,30,1735,142.375,149.5,83,,57.22,,0,1,0,,1
10,31,1735,142.25,159,86.5,,58.2,,0,1,0,,1
11,29,1735,146.75,167,93.125,,59.87,,0,1,0,,1
12,31,1735,146.5,169,93.5,,60.48,,0,1,0,,1
1,31,1736,148,169,95,,61.2,,0,1,0,,1
2,28,1736,149,174.5,95.875,,62.14,,0,1,0,,1
3,31,1736,150.5,175.5,98.25,,62.34,,0,1,0,,1
4,30,1736,147.5,174.5,97.5,,62.16,,0,1,0,,1
5,31,1736,148,176.5,99,,63.02,,0,1,0,,1
6,30,1736,149.125,177.5,99.75,,62.87,,0,1,0,,1
7,31,1736,149.625,171.75,99,,62.19,,0,1,0,,1
8,31,1736,151.25,178.5,99.5,,62.9,,0,1,0,,1
9,30,1736,151.5,181.5,100,,62.87,,0,1,0,,1
10,30,1736,148.75,178.5,100,,63.17,,0,1,0,,1
11,30,1736,149.25,179,100,,63.13,,0,1,0,,1
12,31,1736,148.25,178.5,100.25,,63.02,,0,1,0,,1
1,31,1737,149.125,177.5,101.5,,63.09,,0,1,0,,1
2,28,1737,151.625,179.75,102.625,,63.17,,0,1,0,,1
3,31,1737,143,176.5,98,,60,,0,1,0,,1
4,30,1737,145.125,182.25,104,,62.05,,0,1,0,,1
5,31,1737,147.25,181.5,103.75,,62.56,,0,1,0,,1
6,30,1737,145.75,182,103.75,,62.64,,0,1,0,,1
7,30,1737,144,174.5,103,,61.8,,0,1,0,,1
8,31,1737,145.5,177.5,101.5,,62.27,,0,1,0,,1
9,30,1737,145.75,177,101.75,,62.42,,0,1,0,,1
10,31,1737,143,177.5,102,,62.56,,0,1,0,,1
11,30,1737,142.75,177.25,102.25,,62.2,,0,1,0,,1
12,31,1737,142.875,177,101.75,,62.49,,0,1,0,,1
1,31,1738,142.25,175.5,102.5,,62.64,,0,1,0,,1
2,28,1738,142.25,176,101.25,,62.49,,0,1,0,,1
3,31,1738,141.75,173.75,100.125,,60.56,,0,1,0,,1
4,29,1738,139,169.5,99,,59.77,,0,1,0,,1
5,31,1738,142.5,173.5,101.5,,60.71,,0,1,0,,1
6,30,1738,141.625,169.5,100.5,,58.63,,0,1,0,,1
7,31,1738,138.5,161,97.25,,58.55,,0,1,0,,1
8,31,1738,143.75,171.5,102,,60.35,,0,1,0,,1
9,30,1738,145,171.5,103,,60.78,,0,1,0,,1
10,31,1738,142.75,172.5,103.5,,60.6,,0,1,0,,1
11,30,1738,143,173.75,103.875,,60.71,,0,1,0,,1
12,30,1738,142.625,173.25,104,,60.92,,0,1,0,,1
1,31,1739,143.375,170.25,103.5,,60.13,,0,1,0,,1
2,28,1739,143.5,168.5,99.875,,59.92,,0,1,0,,1
3,31,1739,144.5,169.25,100.75,,60.46,,0,1,0,,1
4,30,1739,141,166.5,99.25,,60.64,,0,1,0,,1
5,31,1739,142.125,169,99.625,,60.64,,0,1,0,,1
6,30,1739,137.5,158.5,94.5,,57.76,,0,1,0,,1
7,31,1739,137,153,94,,56.9,,0,1,0,,1
8,31,1739,138.25,153.75,93,,57.33,,0,1,0,,1
9,29,1739,139.25,155,94,,56.47,,0,1,0,,1
10,31,1739,135.5,152.5,93,,55.75,,0,1,0,,1
11,30,1739,138.5,158,96.5,,56.76,,0,1,0,,1
12,31,1739,139,159,97.25,,57.48,,0,1,0,,1
1,31,1740,138.75,154,96.75,,56.61,,0,1,0,,1
2,29,1740,139.75,155,95.125,,57.04,,0,1,0,,1
3,31,1740,141.5,158.75,99.125,,57.81,,0,1,0,,1
4,30,1740,140.25,159,99.5,,58.32,,0,1,0,,1
5,31,1740,142,162,101,,58.6,,0,1,0,,1
6,30,1740,143.125,163,100,,58.46,,0,1,0,,1
7,31,1740,143.25,159.25,101.5,,57.88,,0,1,0,,1
8,30,1740,144,160.25,101,,58.32,,0,1,0,,1
9,30,1740,140,153.5,95.5,,57.45,,0,1,0,,1
10,31,1740,138,153.5,96,,57.02,,0,1,0,,1
11,29,1740,139,155.5,98.25,,57.31,,0,1,0,,1
12,31,1740,138.75,155.5,98.75,,56.88,,0,1,0,,1
1,31,1741,140.5,155,101.75,,56.74,,0,1,0,,1
2,28,1741,143,156.5,101.125,,57.31,,0,1,0,,1
3,31,1741,142,156,101.75,,57.1,,0,1,0,,1
4,30,1741,143,163.25,104.25,,58.39,,0,1,0,,1
5,30,1741,140.375,159,102.625,,58.32,,0,1,0,,1
6,30,1741,141.5,159.5,103,,58.32,,0,1,0,,1
7,31,1741,141.375,156.5,103.75,,56.88,,0,1,0,,1
8,31,1741,141,156,101.875,,56.59,,0,1,0,,1
9,30,1741,141.75,157.5,103.75,,57.24,,0,1,0,,1
10,31,1741,140.75,159,104.5,,57.6,,0,1,0,,1
11,30,1741,138.5,160,105.25,,58.03,,0,1,0,,1
12,31,1741,135.5,159.25,104.25,,57.45,,0,1,0,,1
1,30,1742,136.25,156.5,104.375,,56.66,,0,1,0,,1
2,27,1742,136.25,157.5,103.125,,57.31,,0,1,0,,1
3,31,1742,139.5,159,105.5,,58.79,,0,1,0,,1
4,30,1742,138,159.25,106,,58.97,,0,1,0,,1
5,31,1742,139.75,162,113.125,,59.3,,0,1,0,,1
6,30,1742,142.5,172,109,,59.52,,0,1,0,,1
7,31,1742,142,174,110.5,,58.64,,0,1,0,,1
8,31,1742,142,171,108.5,,58.71,,0,1,0,,1
9,30,1742,142.25,171.75,109.125,,58.75,,0,1,0,,1
10,30,1742,140.5,174.75,110.25,,58.75,,0,1,0,,1
11,30,1742,143,179.5,111.125,,59.19,,0,1,0,,1
12,31,1742,143,179.75,111.75,,59.48,,0,1,0,,1
1,31,1743,145.25,176,112.25,,59.01,,0,1,0,,1
2,28,1743,146,178,110.5,,58.82,,0,1,0,,1
3,31,1743,147,180.25,110,,60.3,,0,1,0,,1
4,30,1743,146.5,186,112,,61.2,,0,1,0,,1
5,31,1743,148.25,194.5,115.25,,62.63,,0,1,0,,1
6,30,1743,144.5,188.5,113,,61.5,,0,1,0,,1
7,30,1743,147.875,189,114.75,,62.03,,0,1,0,,1
8,31,1743,147.25,186,111,,61.35,,0,1,0,,1
9,30,1743,148.625,188,111.5,,61.05,,0,1,0,,1
10,31,1743,146.5,194,113.25,,61.73,,0,1,0,,1
11,30,1743,146.5,194,112,,61.73,,0,1,0,,1
12,31,1743,147.5,197.5,113.25,,61.65,,0,1,0,,1
1,31,1744,148.25,194,113.5,,60,,0,1,0,,1
2,29,1744,146,181,106,,58.12,,0,1,0,,1
3,31,1744,143,169.75,103,,57.04,,0,1,0,,1
4,30,1744,141.625,171.5,105,,58.77,,0,1,0,,1
5,31,1744,142.5,172.25,105.75,,58.38,,0,1,0,,1
6,30,1744,144,179,108,,58.53,,0,1,0,,1
7,31,1744,147,178.25,109.75,,59.08,,0,1,0,,1
8,31,1744,147,176.875,108.5,,59.16,,0,1,0,,1
9,29,1744,148,178.5,108.5,,58.53,,0,1,0,,1
10,31,1744,144.625,180.75,109.5,,58.53,,0,1,0,,1
11,30,1744,145,184.75,112,,58.85,,0,1,0,,1
12,31,1744,145,184,112,,58.85,,0,1,0,,1
1,31,1745,144.75,179.5,109.5,,56.02,,0,1,0,,1
2,28,1745,146.625,182,106.25,,56.17,,0,1,0,,1
3,30,1745,147,182.75,107,,57.96,,0,1,0,,1
4,30,1745,145.5,186.75,110.5,,59.95,,0,1,0,,1
5,31,1745,146.875,187.5,109,,60.56,,0,1,0,,1
6,29,1745,146.875,186.5,109.75,,60.39,,0,1,0,,1
7,31,1745,144.5,178.25,107.75,,57.8,,0,1,0,,1
8,31,1745,143,174,103,,58.12,,0,1,0,,1
9,30,1745,141.5,169.5,100,,55.2,,0,1,0,,1
10,31,1745,138.5,172.5,100.5,,56.13,,0,1,0,,1
11,30,1745,133.75,169.5,98,,54.87,,0,1,0,,1
12,31,1745,125.75,163.5,91,,52.6,,0,1,0,,1
1,31,1746,123,155.5,94.125,,48.22,,0,1,0,,1
2,28,1746,119.5,155.75,89.75,,49.03,,0,1,0,,1
3,31,1746,117.5,156.5,91,,52.55,,0,1,0,,1
4,30,1746,124.75,166,97.5,,57.21,,0,1,0,,1
5,31,1746,125.25,168,97.25,,57.78,,0,1,0,,1
6,30,1746,127.5,174,100.125,,58.7,,0,1,0,,1
7,31,1746,133.25,177.75,105.5,,60.72,,0,1,0,,1
8,30,1746,136.5,183,106,,62.75,,0,1,0,,1
9,30,1746,134.75,183.5,106.75,,61.34,,0,1,0,,1
10,31,1746,131,180.5,103,,59.89,,0,1,0,,1
11,29,1746,126.5,175.5,102,,57.65,,0,1,0,,1
12,31,1746,128.75,180,105,,59.58,,0,1,0,,1
1,31,1747,127,175.75,103,,58,,0,1,0,,1
2,28,1747,128,174.5,101,,59.76,,0,1,0,,1
3,31,1747,128.5,173.5,101.25,,66.07,,0,1,0,,1
4,30,1747,126.75,154,105,,66.85,,0,1,0,,1
5,30,1747,126.5,152.75,102,,66.7,,0,1,0,,1
6,30,1747,125.25,159.75,102.5,,66.65,,0,1,0,,1
7,31,1747,125.75,156.25,103.5,,65.59,,0,1,0,,1
